2023-11-06 12:18:12,047 INFO    MainThread:3041473 [wandb_setup.py:_flush():76] Current SDK version is 0.15.11
2023-11-06 12:18:12,048 INFO    MainThread:3041473 [wandb_setup.py:_flush():76] Configure stats pid to 3041473
2023-11-06 12:18:12,048 INFO    MainThread:3041473 [wandb_setup.py:_flush():76] Loading settings from /home/vivek.trivedi/.config/wandb/settings
2023-11-06 12:18:12,048 INFO    MainThread:3041473 [wandb_setup.py:_flush():76] Loading settings from /home/vivek.trivedi/yolov7/wandb/settings
2023-11-06 12:18:12,048 INFO    MainThread:3041473 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2023-11-06 12:18:12,048 INFO    MainThread:3041473 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-11-06 12:18:12,048 INFO    MainThread:3041473 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'train_aux.py', 'program_abspath': '/home/vivek.trivedi/yolov7/train_aux.py', 'program': '/home/vivek.trivedi/yolov7/train_aux.py'}
2023-11-06 12:18:12,048 INFO    MainThread:3041473 [wandb_init.py:_log_setup():528] Logging user logs to /home/vivek.trivedi/yolov7/wandb/run-20231106_121812-4089vjfi/logs/debug.log
2023-11-06 12:18:12,048 INFO    MainThread:3041473 [wandb_init.py:_log_setup():529] Logging internal logs to /home/vivek.trivedi/yolov7/wandb/run-20231106_121812-4089vjfi/logs/debug-internal.log
2023-11-06 12:18:12,048 INFO    MainThread:3041473 [wandb_init.py:init():568] calling init triggers
2023-11-06 12:18:12,048 INFO    MainThread:3041473 [wandb_init.py:init():575] wandb.init called with sweep_config: {}
